Subject,Predicate,Object,graph,predicate_tmp,object_tmp,subject_tmp,Predicate_labels,Object_labels,Subject_labels
<https://w3id.org/traits.build#traits.build-traits>,<http://www.w3.org/2004/02/skos/core#relatedMatch>,<http://terminologies.gfbio.org/terms/ETS/MeasurementOrFact>,.,http://www.w3.org/2004/02/skos/core#relatedMatch,http://terminologies.gfbio.org/terms/ETS/MeasurementOrFact,traits.build-traits,has related match,MeasurementOrFact,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://www.w3.org/2004/02/skos/core#relatedMatch>,<http://terminologies.gfbio.org/terms/ETS/Occurrence>,.,http://www.w3.org/2004/02/skos/core#relatedMatch,http://terminologies.gfbio.org/terms/ETS/Occurrence,traits.build-traits,has related match,Occurrence,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-traits,organizedInClass,traits.build database,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://www.w3.org/2000/01/rdf-schema#label>,"""traits table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,traits table,traits.build-traits,label,traits table,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://purl.org/dc/terms/description>,"""A table containing measurements of traits.""@en",.,http://purl.org/dc/terms/description,A table containing measurements of traits.,traits.build-traits,description,A table containing measurements of traits.,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://www.w3.org/2000/01/rdf-schema#comment>,"""Includes information that must be recorded at the Measurement or Observation level.""@en",.,http://www.w3.org/2000/01/rdf-schema#comment,Includes information that must be recorded at the Measurement or Observation level.,traits.build-traits,comment,Includes information that must be recorded at the Measurement or Observation level.,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-traits,created,01 February 2024,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://www.w3.org/2002/07/owl#sameAs>,<http://terminologies.gfbio.org/terms/ETS/Traitdata>,.,http://www.w3.org/2002/07/owl#sameAs,http://terminologies.gfbio.org/terms/ETS/Traitdata,traits.build-traits,sameAs,Traitdata,traits table
<https://w3id.org/traits.build#traits.build-traits>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-traits,is in scheme,traits.build,traits table
<https://w3id.org/traits.build#traits.build-contexts>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""contexts table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,contexts table,traits.build-contexts,preferred label,contexts table,contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""contexts""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,contexts,traits.build-contexts,alternative label,contexts,contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-contexts,computational entity,database table,contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-contexts,organizedInClass,traits.build database,contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://www.w3.org/2000/01/rdf-schema#label>,"""contexts table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,contexts table,traits.build-contexts,label,contexts table,contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://purl.org/dc/terms/description>,"""A table containing observations of contextual characteristics associated with information in `traits`. Cross referencing between the two dataframes is possible using combinations of the variables `dataset_id`, `link_id`, and `link_vals`.""@en",.,http://purl.org/dc/terms/description,"A table containing observations of contextual characteristics associated with information in `traits`. Cross referencing between the two dataframes is possible using combinations of the variables `dataset_id`, `link_id`, and `link_vals`.",traits.build-contexts,description,"A table containing observations of contextual characteristics associated with information in `traits`. Cross referencing between the two dataframes is possible using combinations of the variables `dataset_id`, `link_id`, and `link_vals`.",contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-contexts,created,01 February 2024,contexts table
<https://w3id.org/traits.build#traits.build-contexts>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-contexts,is in scheme,traits.build,contexts table
<https://w3id.org/traits.build#traits.build-locations>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""locations table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,locations table,traits.build-locations,preferred label,locations table,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""locations""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,locations,traits.build-locations,alternative label,locations,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-locations,computational entity,database table,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://www.w3.org/2004/02/skos/core#relatedMatch>,<http://terminologies.gfbio.org/terms/ETS/Occurrence>,.,http://www.w3.org/2004/02/skos/core#relatedMatch,http://terminologies.gfbio.org/terms/ETS/Occurrence,traits.build-locations,has related match,Occurrence,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-locations,organizedInClass,traits.build database,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://www.w3.org/2000/01/rdf-schema#label>,"""locations table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,locations table,traits.build-locations,label,locations table,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://purl.org/dc/terms/description>,"""A table containing observations of location/site characteristics associated with information in `traits`. Cross referencing between the two dataframes is possible using combinations of the variables `dataset_id`, `location_name`.""@en",.,http://purl.org/dc/terms/description,"A table containing observations of location/site characteristics associated with information in `traits`. Cross referencing between the two dataframes is possible using combinations of the variables `dataset_id`, `location_name`.",traits.build-locations,description,"A table containing observations of location/site characteristics associated with information in `traits`. Cross referencing between the two dataframes is possible using combinations of the variables `dataset_id`, `location_name`.",locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://www.w3.org/2000/01/rdf-schema#comment>,"""Includes information about Location properties.""@en",.,http://www.w3.org/2000/01/rdf-schema#comment,Includes information about Location properties.,traits.build-locations,comment,Includes information about Location properties.,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-locations,created,01 February 2024,locations table
<https://w3id.org/traits.build#traits.build-locations>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-locations,is in scheme,traits.build,locations table
<https://w3id.org/traits.build#traits.build-methods>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""methods table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,methods table,traits.build-methods,preferred label,methods table,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""methods""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,methods,traits.build-methods,alternative label,methods,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-methods,computational entity,database table,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://www.w3.org/2004/02/skos/core#relatedMatch>,<http://terminologies.gfbio.org/terms/ETS/MeasurementOrFact>,.,http://www.w3.org/2004/02/skos/core#relatedMatch,http://terminologies.gfbio.org/terms/ETS/MeasurementOrFact,traits.build-methods,has related match,MeasurementOrFact,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-methods,organizedInClass,traits.build database,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://www.w3.org/2000/01/rdf-schema#label>,"""methods table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,methods table,traits.build-methods,label,methods table,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://purl.org/dc/terms/description>,"""A table containing details on methods with which data were collected, including time frame and source. Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id`, `trait_name`.""@en",.,http://purl.org/dc/terms/description,"A table containing details on methods with which data were collected, including time frame and source. Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id`, `trait_name`.",traits.build-methods,description,"A table containing details on methods with which data were collected, including time frame and source. Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id`, `trait_name`.",methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-methods,created,01 February 2024,methods table
<https://w3id.org/traits.build#traits.build-methods>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-methods,is in scheme,traits.build,methods table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""excluded data table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,excluded data table,traits.build-excluded_data,preferred label,excluded data table,excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""excluded_data""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,excluded_data,traits.build-excluded_data,alternative label,excluded_data,excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-excluded_data,computational entity,database table,excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-excluded_data,organizedInClass,traits.build database,excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://www.w3.org/2000/01/rdf-schema#label>,"""excluded data table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,excluded data table,traits.build-excluded_data,label,excluded data table,excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://purl.org/dc/terms/description>,"""A table of data that did not pass quality tests and so were excluded from the master dataset. The structure is identical to that presented in the `traits` table, only with an extra column called `error` indicating why the record was excluded. Common reasons are missing_unit_conversions, missing_value, and unsupported_trait_value.""@en",.,http://purl.org/dc/terms/description,"A table of data that did not pass quality tests and so were excluded from the master dataset. The structure is identical to that presented in the `traits` table, only with an extra column called `error` indicating why the record was excluded. Common reasons are missing_unit_conversions, missing_value, and unsupported_trait_value.",traits.build-excluded_data,description,"A table of data that did not pass quality tests and so were excluded from the master dataset. The structure is identical to that presented in the `traits` table, only with an extra column called `error` indicating why the record was excluded. Common reasons are missing_unit_conversions, missing_value, and unsupported_trait_value.",excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-excluded_data,created,01 February 2024,excluded data table
<https://w3id.org/traits.build#traits.build-excluded_data>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-excluded_data,is in scheme,traits.build,excluded data table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""taxonomic updates table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,taxonomic updates table,traits.build-taxonomic_updates,preferred label,taxonomic updates table,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""taxonomic_updates""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,taxonomic_updates,traits.build-taxonomic_updates,alternative label,taxonomic_updates,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-taxonomic_updates,computational entity,database table,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-taxonomic_updates,organizedInClass,traits.build database,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://www.w3.org/2000/01/rdf-schema#label>,"""taxonomic updates table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,taxonomic updates table,traits.build-taxonomic_updates,label,taxonomic updates table,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://purl.org/dc/terms/description>,"""A table of all taxonomic changes implemented in the construction of AusTraits. Changes are determined by comparing the originally submitted taxon name against the taxonomic names listed in the taxonomic reference files, best placed in a subfolder in the `config` folder . Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id` and `taxon_name`.""@en",.,http://purl.org/dc/terms/description,"A table of all taxonomic changes implemented in the construction of AusTraits. Changes are determined by comparing the originally submitted taxon name against the taxonomic names listed in the taxonomic reference files, best placed in a subfolder in the `config` folder . Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id` and `taxon_name`.",traits.build-taxonomic_updates,description,"A table of all taxonomic changes implemented in the construction of AusTraits. Changes are determined by comparing the originally submitted taxon name against the taxonomic names listed in the taxonomic reference files, best placed in a subfolder in the `config` folder . Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id` and `taxon_name`.",taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-taxonomic_updates,created,01 February 2024,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxonomic_updates>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-taxonomic_updates,is in scheme,traits.build,taxonomic updates table
<https://w3id.org/traits.build#traits.build-taxa>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""taxa table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,taxa table,traits.build-taxa,preferred label,taxa table,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""taxa""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,taxa,traits.build-taxa,alternative label,taxa,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://terminologies.gfbio.org/terms/ETS/Taxon>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://terminologies.gfbio.org/terms/ETS/Taxon,traits.build-taxa,has exact match,Taxon,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-taxa,computational entity,database table,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-taxa,organizedInClass,traits.build database,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://www.w3.org/2000/01/rdf-schema#label>,"""taxa table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,taxa table,traits.build-taxa,label,taxa table,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://purl.org/dc/terms/description>,"""A table containing details on taxa associated with information in `traits`. Whenever possible, this information is sourced from curated taxon lists that include identifiers for each taxon. The information compiled in this table is released under a CC-BY3 license. Cross referencing between the two dataframes is possible using combinations of the variable `taxon_name`.""@en",.,http://purl.org/dc/terms/description,"A table containing details on taxa associated with information in `traits`. Whenever possible, this information is sourced from curated taxon lists that include identifiers for each taxon. The information compiled in this table is released under a CC-BY3 license. Cross referencing between the two dataframes is possible using combinations of the variable `taxon_name`.",traits.build-taxa,description,"A table containing details on taxa associated with information in `traits`. Whenever possible, this information is sourced from curated taxon lists that include identifiers for each taxon. The information compiled in this table is released under a CC-BY3 license. Cross referencing between the two dataframes is possible using combinations of the variable `taxon_name`.",taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-taxa,created,01 February 2024,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://www.w3.org/2002/07/owl#sameAs>,<http://terminologies.gfbio.org/terms/ETS/Taxon>,.,http://www.w3.org/2002/07/owl#sameAs,http://terminologies.gfbio.org/terms/ETS/Taxon,traits.build-taxa,sameAs,Taxon,taxa table
<https://w3id.org/traits.build#traits.build-taxa>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-taxa,is in scheme,traits.build,taxa table
<https://w3id.org/traits.build#traits.build-contributors>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""contributors table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,contributors table,traits.build-contributors,preferred label,contributors table,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""contributors""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,contributors,traits.build-contributors,alternative label,contributors,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-contributors,computational entity,database table,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-contributors,organizedInClass,traits.build database,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://www.w3.org/2000/01/rdf-schema#label>,"""contributors table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,contributors table,traits.build-contributors,label,contributors table,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://purl.org/dc/terms/description>,"""A table of people contributing to each study.""@en",.,http://purl.org/dc/terms/description,A table of people contributing to each study.,traits.build-contributors,description,A table of people contributing to each study.,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-contributors,created,01 February 2024,contributors table
<https://w3id.org/traits.build#traits.build-contributors>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-contributors,is in scheme,traits.build,contributors table
<https://w3id.org/traits.build#traits.build-sources>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""sources table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,sources table,traits.build-sources,preferred label,sources table,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""sources""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,sources,traits.build-sources,alternative label,sources,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-sources,computational entity,database table,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-sources,organizedInClass,traits.build database,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://www.w3.org/2000/01/rdf-schema#label>,"""sources table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,sources table,traits.build-sources,label,sources table,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://purl.org/dc/terms/description>,"""A list containing citation details for all database sources.""@en",.,http://purl.org/dc/terms/description,A list containing citation details for all database sources.,traits.build-sources,description,A list containing citation details for all database sources.,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-sources,created,01 February 2024,sources table
<https://w3id.org/traits.build#traits.build-sources>,<http://www.w3.org/2004/02/skos/core#inScheme>,<https://w3id.org/traits.build>,.,http://www.w3.org/2004/02/skos/core#inScheme,https://w3id.org/traits.build,traits.build-sources,is in scheme,traits.build,sources table
<https://w3id.org/traits.build#traits.build-definitions>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""definitions table""@en",.,http://www.w3.org/2004/02/skos/core#prefLabel,definitions table,traits.build-definitions,preferred label,definitions table,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""definitions""@en",.,http://www.w3.org/2004/02/skos/core#altLabel,definitions,traits.build-definitions,alternative label,definitions,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://terminologies.gfbio.org/terms/ETS/Traitdata>,.,http://www.w3.org/2004/02/skos/core#exactMatch,http://terminologies.gfbio.org/terms/ETS/Traitdata,traits.build-definitions,has exact match,Traitdata,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>,.,http://semanticscience.org/resource/SIO_000602,http://semanticscience.org/resource/SIO_000754,traits.build-definitions,computational entity,database table,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://rs.tdwg.org/dwc/terms/attributes/organizedInClass>,<https://w3id.org/traits.build#traits.build-database>,.,http://rs.tdwg.org/dwc/terms/attributes/organizedInClass,https://w3id.org/traits.build#traits.build-database,traits.build-definitions,organizedInClass,traits.build database,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://www.w3.org/2000/01/rdf-schema#label>,"""definitions table""@en",.,http://www.w3.org/2000/01/rdf-schema#label,definitions table,traits.build-definitions,label,definitions table,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://purl.org/dc/terms/description>,"""A list containing trait concept descriptions used to build the database.""@en",.,http://purl.org/dc/terms/description,A list containing trait concept descriptions used to build the database.,traits.build-definitions,description,A list containing trait concept descriptions used to build the database.,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://purl.org/dc/terms/created>,"""01 February 2024""^^<xsd:date>",.,http://purl.org/dc/terms/created,01 February 2024,traits.build-definitions,created,01 February 2024,definitions table
<https://w3id.org/traits.build#traits.build-definitions>,<http://www.w3.org/2002/07/owl#sameAs>,<http://terminologies.gfbio.org/terms/ETS/Traitdata>,.,http://www.w3.org/2002/07/owl#sameAs,http://terminologies.gfbio.org/terms/ETS/Traitdata,traits.build-definitions,sameAs,Traitdata,definitions table
