Subject,Predicate,Object
https://w3id.org/traits.build/traits.build$sources,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/sources table>
https://w3id.org/traits.build/traits.build$sources,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/traits.build$sources,<http://purl.org/dc/terms/description>,A list containing citation details for all database sources.
https://w3id.org/traits.build/traits.build$metadata,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/metadata table>
https://w3id.org/traits.build/traits.build$metadata,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/traits.build$metadata,<http://www.w3.org/2004/02/skos/core#closeMatch>,<http://terminologies.gfbio.org/terms/ETS/Metadata>
https://w3id.org/traits.build/traits.build$metadata,<http://purl.org/dc/terms/description>,A list containing database metadata.
https://w3id.org/traits.build/traits.build$definitions,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/definitions table>
https://w3id.org/traits.build/traits.build$definitions,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://terminologies.gfbio.org/terms/ETS/Traitdata>
https://w3id.org/traits.build/traits.build$definitions,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/traits.build$definitions,<http://purl.org/dc/terms/description>,A list containing trait concept descriptions used to build the database.
https://w3id.org/traits.build/traits.build$contributors,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/contributors table>
https://w3id.org/traits.build/traits.build$contributors,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/traits.build$contributors,<http://purl.org/dc/terms/description>,A table of people contributing to each study.
https://w3id.org/traits.build/traits.build$taxonomic_updates,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/taxonomic updates table>
https://w3id.org/traits.build/traits.build$taxonomic_updates,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/traits.build$taxonomic_updates,<http://purl.org/dc/terms/description>,"A table of all taxonomic changes implemented in the construction of AusTraits. Changes are determined by comparing the originally submitted taxon name against the taxonomic names listed in the taxonomic reference files, best placed in a subfolder in the `config` folder . Cross referencing with the `traits` table is possible using combinations of the variables `dataset_id` and `taxon_name`."
https://w3id.org/traits.build/dataset,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/dataset>
https://w3id.org/traits.build/dataset,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/dataset,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000750>
https://w3id.org/traits.build/dataset,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/dataset_id>
https://w3id.org/traits.build/dataset,<http://purl.org/dc/terms/description>,13 relational tables and lists containing all data about a dataset.
https://w3id.org/traits.build/observation,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observation>
https://w3id.org/traits.build/observation,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>
https://w3id.org/traits.build/observation,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observation,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/observation_id>
https://w3id.org/traits.build/observation,<http://purl.org/dc/terms/description>,An Observation is a collection of measurements made at a single point in time. In traits.build it is the subset of rows within the traits data that are made on the same entity and share the same observation_id.
https://w3id.org/traits.build/observation,<http://www.w3.org/2000/01/rdf-schema#comment>,"An observation is an assertion that an entity (e.g., biological organisms, geographic locations, or environmental features, among others) was observed by an observer. An observation primarily serves to group a set of measurements together into a single &quot;observation event&quot;. Observations are often made within a broader context. The context of an observation is given by other observations, implying that an observed entity (and specifically each corresponding measurement) contextualizes another observed entity (and its corresponding measurements). For example, an observation associated with a location may serve as context for an observation associated with an organism. In this case, the observed characteristic values of the location (such as humidity) are assumed constant for the corresponding measurements of the organism."
https://w3id.org/traits.build/observations_from_dataset,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observations from dataset>
https://w3id.org/traits.build/observations_from_dataset,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/observations_from_dataset,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observations_from_dataset,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/dataset_id>
https://w3id.org/traits.build/observations_from_dataset,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/??>
https://w3id.org/traits.build/observations_from_dataset,<http://purl.org/dc/terms/description>,Observation collection encompassing all observations that comprise a dataset.
https://w3id.org/traits.build/observations_from_source,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observations from source>
https://w3id.org/traits.build/observations_from_source,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/observations_from_source,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observations_from_source,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/source_id>
https://w3id.org/traits.build/observations_from_source,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/source>
https://w3id.org/traits.build/observations_from_source,<http://purl.org/dc/terms/description>,Observation collection encompassing all observations for a single published or unpublished source.
https://w3id.org/traits.build/observations_of_taxon,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observations of taxon>
https://w3id.org/traits.build/observations_of_taxon,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/observations_of_taxon,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observations_of_taxon,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/taxon_name>
https://w3id.org/traits.build/observations_of_taxon,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/taxon>
https://w3id.org/traits.build/observations_of_taxon,<http://purl.org/dc/terms/description>,Observation collection encompassing all observations on a single taxon within a single dataset.
https://w3id.org/traits.build/observations_of_taxon,<http://www.w3.org/2000/01/rdf-schema#comment>,An observation collection is a container for a set of observations.
https://w3id.org/traits.build/observations_at_location,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observations at location>
https://w3id.org/traits.build/observations_at_location,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/observations_at_location,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observations_at_location,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/location_id>
https://w3id.org/traits.build/observations_at_location,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/location>
https://w3id.org/traits.build/observations_at_location,<http://purl.org/dc/terms/description>,Observation collection encompassing all observations at a single location.
https://w3id.org/traits.build/observations_of_population,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observations of population>
https://w3id.org/traits.build/observations_of_population,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/observations_of_population,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observations_of_population,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/population_id>
https://w3id.org/traits.build/observations_of_population,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/population>
https://w3id.org/traits.build/observations_of_population,<http://purl.org/dc/terms/description>,Observation collection encompassing all observations on a single population.
https://w3id.org/traits.build/observations_of_individual,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observations of individual>
https://w3id.org/traits.build/observations_of_individual,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ObservationCollection>
https://w3id.org/traits.build/observations_of_individual,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observations_of_individual,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/individual_id>
https://w3id.org/traits.build/observations_of_individual,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/individual>
https://w3id.org/traits.build/observations_of_individual,<http://purl.org/dc/terms/description>,Observation collection encompassing all observations on a single individual.
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observation of a treatment context property>
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/treatment_context_id>
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/treatment_context_property>
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/treatment>
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://purl.org/dc/terms/description>,"Observation where entity is a context indicating experimental manipulations that might affect the trait values measured on an individual, population or species-level entities."
https://w3id.org/traits.build/observation_of_treatment_context_property,<http://www.w3.org/2000/01/rdf-schema#comment>,"Examples include growing temperature, growing CO2 concentrations, and nutrient amendments."
https://w3id.org/traits.build/observation_of_plot_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observation of plot context property>
https://w3id.org/traits.build/observation_of_plot_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>
https://w3id.org/traits.build/observation_of_plot_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observation_of_plot_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/plot_context_id>
https://w3id.org/traits.build/observation_of_plot_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/plot_context_property>
https://w3id.org/traits.build/observation_of_plot_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/plot>
https://w3id.org/traits.build/observation_of_plot_context_property,<http://purl.org/dc/terms/description>,Observation where entity is a category of context indicating variation across plots at a single location might affect the trait values measured on individual or population-level entities.
https://w3id.org/traits.build/observation_of_entity_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observation of entity context property>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/entity_context_id>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/entity_context_property>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/individual>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/population>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/taxon>
https://w3id.org/traits.build/observation_of_entity_context_property,<http://purl.org/dc/terms/description>,"Observation where entity is a category of context indicating repeat observations have been made on an individual, population or species-level entity across time which might affect the entity's measured trait values."
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/observation of temporal context property>
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Observation>
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_000754>
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/temporal_context_id>
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#characteristicFor>,<https://w3id.org/traits.build/temporal_context_property>
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#ofEntity>,<https://w3id.org/traits.build/temporal_context>
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://purl.org/dc/terms/description>,"Observation where entity is a category of context indicating repeat observations have been made on a plot, which might affect the trait values measured on individual or population-level entities."
https://w3id.org/traits.build/observation_of_temporal_context_property,<http://www.w3.org/2000/01/rdf-schema#comment>,"Examples of temporal contexts are `sampling season`, `sampling time of day`, and sequential `observation numbers` without any linked categorical description."
https://w3id.org/traits.build/measurement,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/measurement>
https://w3id.org/traits.build/measurement,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/measurement,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/measurement,<http://purl.org/dc/terms/description>,A measurement is an assertion that a characteristic of an entity had a particular value with respect to an observation event.
https://w3id.org/traits.build/trait_measurement,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/trait measurement>
https://w3id.org/traits.build/trait_measurement,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/trait_measurement,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/trait_measurement,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<https://w3id.org/traits.build/value>
https://w3id.org/traits.build/trait_measurement,<http://purl.org/dc/terms/description>,A measurement made on a trait.
https://w3id.org/traits.build/measurement_of_location_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/location property measurement>
https://w3id.org/traits.build/measurement_of_location_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/measurement_of_location_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/measurement_of_location_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<https://w3id.org/traits.build/locations$value>
https://w3id.org/traits.build/measurement_of_location_property,<http://purl.org/dc/terms/description>,A measurement made on a location property.
https://w3id.org/traits.build/measurement_of_treatment_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/measurement of treatment context property>
https://w3id.org/traits.build/measurement_of_treatment_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/measurement_of_treatment_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/measurement_of_treatment_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/treatment_context_id>
https://w3id.org/traits.build/measurement_of_treatment_context_property,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasValue>,<https://w3id.org/traits.build/contexts$value>
https://w3id.org/traits.build/measurement_of_treatment_context_property,<http://purl.org/dc/terms/description>,A measurement made on a treatment context property.
https://w3id.org/traits.build/measurement_of_plot_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/measurement of plot context property>
https://w3id.org/traits.build/measurement_of_plot_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/measurement_of_plot_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/measurement_of_plot_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/plot_context_id>
https://w3id.org/traits.build/measurement_of_plot_context_property,<http://purl.org/dc/terms/description>,A measurement made on a plot context property.
https://w3id.org/traits.build/measurement_of_entity_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/measurement of entity context property>
https://w3id.org/traits.build/measurement_of_entity_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/measurement_of_entity_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/measurement_of_entity_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/entity_context_id>
https://w3id.org/traits.build/measurement_of_entity_context_property,<http://purl.org/dc/terms/description>,A measurement made on an entity context property.
https://w3id.org/traits.build/measurement_of_temporal_context_property,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/measurement of temporal context property>
https://w3id.org/traits.build/measurement_of_temporal_context_property,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Measurement>
https://w3id.org/traits.build/measurement_of_temporal_context_property,<http://semanticscience.org/resource/SIO_000602>,<http://semanticscience.org/resource/SIO_001187>
https://w3id.org/traits.build/measurement_of_temporal_context_property,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/temporal_context_id>
https://w3id.org/traits.build/measurement_of_temporal_context_property,<http://purl.org/dc/terms/description>,A measurement made on a temporal context property.
https://w3id.org/traits.build/entity,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/entity>
https://w3id.org/traits.build/entity,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/entity,<http://purl.org/dc/terms/description>,"An entity is an object (e.g., a tree, a community, an ecological process). Entities constitute the foci of observations, i.e., every observation is of exactly one entity."
https://w3id.org/traits.build/individual,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/individual>
https://w3id.org/traits.build/individual,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/OBI_0100026>
https://w3id.org/traits.build/individual,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/individual,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext>,<https://w3id.org/traits.build/life_stage>
https://w3id.org/traits.build/individual,<http://purl.org/dc/terms/description>,An individual living organism.
https://w3id.org/traits.build/population,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/population>
https://w3id.org/traits.build/population,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.obolibrary.org/obo/PCO_0000001>
https://w3id.org/traits.build/population,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/population,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasContext>,<https://w3id.org/traits.build/life_stage>
https://w3id.org/traits.build/population,<http://purl.org/dc/terms/description>,"A collection of organisms, all of the same species, that live in the same place."
https://w3id.org/traits.build/taxon,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/taxon>
https://w3id.org/traits.build/taxon,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/taxon,<http://purl.org/dc/terms/description>,A circumscribed set of organisms.
https://w3id.org/traits.build/location,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/location>
https://w3id.org/traits.build/location,<http://www.w3.org/2004/02/skos/core#exactMatch>,<http://purl.org/dc/terms/location>
https://w3id.org/traits.build/location,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/location,<http://semanticscience.org/resource/SIO_000673>,<https://w3id.org/traits.build/location_id>
https://w3id.org/traits.build/location,<http://purl.org/dc/terms/description>,A spatial region or named place.
https://w3id.org/traits.build/context,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/context>
https://w3id.org/traits.build/context,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/context,<http://purl.org/dc/terms/description>,"The situation within which a trait measurement is made, which can help explain the measured trait value."
https://w3id.org/traits.build/plot,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/plot>
https://w3id.org/traits.build/plot,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#Entity>
https://w3id.org/traits.build/plot,<http://www.w3.org/2000/01/rdf-schema#subClassOf>,<https://w3id.org/traits.build/traits.build$context>
https://w3id.org/traits.build/plot,<http://purl.org/dc/terms/description>,"A subdivision of a location, designated because some properties differ across plots within a location, which might cause differences in measured trait values between plots."
https://w3id.org/traits.build/treatment,<http://www.w3.org/2004/02/skos/core#prefLabel>,<https://w3id.org/traits.build/treatment>
